NAAC,Current course,upskill,course_hs,Shares country_hs,ranking,salary
D,BCom,none,none,OTHER ASIAN COUNTRY,67,42300
NO GRADE,BCom,Finance,others,GERMANY,148,42200
B,B.Sc,IT,others,none,125,40500
D,BE in others,Finance,Economics,UK,184,42600
B++,CA,Finance,Management,UK,190,41500
NO GRADE,BE in others,Art,Management,AUSTRALIA,146,49400
D,BE in others,IT,Engineering,GERMANY,173,45700
B+,PG in HR,IT,none,CANADA,57,53800
A++,BCom,Managment,Engineering,OTHER ASIAN COUNTRY,127,46800
A++,PG in datascience,Managment,IT,none,177,43800
A++,PG in Marketing,Finance,others,GERMANY,121,47400
A+,BCom,none,IT,GERMANY,49,52600
B+,PG in HR,Datascience,Finance,GERMANY,70,58500
A+,B.Sc,Datascience,Economics,UK,88,51700
A++,PG in finance,none,none,GERMANY,17,52300
B+,PG in HR,Datascience,Finance,GERMANY,93,56200
NO GRADE,CA,none,Engineering,GERMANY,185,40500
B+,PG in finance,IT,Economics,OTHER EUROPIAN COUNTRY,153,46700
B++,B.Sc,Datascience,Finance,UK,200,37500
B+,PG in Marketing,none,others,CANADA,100,43000
B++,PG in HR,Finance,IT,US,145,53500
NO GRADE,PG in Marketing,Finance,IT,none,17,58300
D,PG in finance,Art,none,OTHER EUROPIAN COUNTRY,190,37500
NO GRADE,BE in others,Art,others,GERMANY,144,45100
B++,PG in finance,Datascience,Management,US,95,55500
B++,BE in Datascience,Managment,Economics,OTHER EUROPIAN COUNTRY,79,55600
NO GRADE,BA,Datascience,none,AUSTRALIA,68,55700
A,BA,Finance,Management,OTHER EUROPIAN COUNTRY,54,54600
D,PG in HR,Managment,Management,INDIA,18,66200
C,"BE in cse,electronics,IT,Telecom",Managment,others,OTHER EUROPIAN COUNTRY,149,43600
D,"BE in cse,electronics,IT,Telecom",Managment,IT,none,49,56600
B+,PG in finance,Datascience,IT,UK,178,46700
B+,PG in Marketing,Finance,none,CANADA,182,37300
A,PG in datascience,Art,IT,INDIA,102,56300
B+,"BE in cse,electronics,IT,Telecom",none,Economics,INDIA,150,46000
A+,BE in Datascience,Art,Management,OTHER ASIAN COUNTRY,193,42200
B,"BE in cse,electronics,IT,Telecom",none,Economics,US,183,42200
B,BE in others,Finance,Management,AUSTRALIA,184,44600
B++,PG in finance,Art,Finance,none,150,42500
B,"BE in cse,electronics,IT,Telecom",Datascience,Engineering,INDIA,187,47800
A++,PG in finance,none,others,INDIA,7,56300
C,BCom,none,Engineering,GERMANY,133,43200
B+,PG in Marketing,Art,IT,OTHER EUROPIAN COUNTRY,91,53400
B++,PG in finance,none,others,OTHER ASIAN COUNTRY,72,45800
A++,BE in others,Managment,Economics,US,138,51200
D,BE in others,Art,Engineering,GERMANY,168,46200
B+,BE in Datascience,Finance,Economics,AUSTRALIA,82,58300
C,BE in others,Art,IT,none,157,44300
B,BE in others,Art,Economics,INDIA,58,59200
NO GRADE,"BE in cse,electronics,IT,Telecom",Art,Management,CANADA,169,43600
NO GRADE,BA,Datascience,Finance,GERMANY,85,54500
A,PG in HR,Datascience,Management,OTHER ASIAN COUNTRY,179,46600
A+,CA,IT,Management,INDIA,133,51200
NO GRADE,PG in Marketing,none,Management,AUSTRALIA,164,43600
A+,BCom,Finance,IT,UK,93,50700
C,PG in finance,Art,none,AUSTRALIA,83,52700
B++,PG in datascience,none,others,INDIA,79,49100
A++,CA,Datascience,Finance,OTHER EUROPIAN COUNTRY,138,46200
D,CA,Art,Economics,CANADA,48,57200
A++,PG in datascience,none,others,OTHER EUROPIAN COUNTRY,41,48900
B+,BE in Datascience,Managment,IT,US,30,64500
B+,PG in datascience,Managment,none,INDIA,70,54000
A,BCom,Art,Management,UK,88,50200
C,BCom,Managment,others,OTHER ASIAN COUNTRY,62,49800
A++,BE in Datascience,Managment,Management,AUSTRALIA,51,61400
B+,PG in Marketing,Finance,others,GERMANY,127,46800
A++,"BE in cse,electronics,IT,Telecom",Art,Economics,INDIA,74,58600
NO GRADE,PG in HR,Finance,IT,UK,189,46600
NO GRADE,CA,Datascience,Economics,OTHER EUROPIAN COUNTRY,112,51800
B++,PG in finance,Datascience,none,INDIA,195,42000
NO GRADE,PG in datascience,none,Finance,AUSTRALIA,109,47600
B++,PG in Marketing,Finance,none,UK,125,44000
A+,BCom,Finance,Management,none,139,41600
D,BA,Datascience,none,US,13,60200
B+,PG in Marketing,Art,Management,CANADA,148,45700
A+,CA,none,none,UK,163,36200
NO GRADE,CA,Managment,Engineering,none,27,57800
C,BCom,Finance,Management,GERMANY,129,46600
C,CA,IT,none,INDIA,172,43300
NO GRADE,B.Sc,none,none,OTHER EUROPIAN COUNTRY,53,42700
A+,PG in finance,Managment,others,US,149,47100
A,BE in others,Managment,IT,AUSTRALIA,73,59200
A++,BE in others,Art,IT,CANADA,72,54300
A++,PG in finance,none,none,INDIA,130,42500
NO GRADE,BE in Datascience,IT,none,OTHER EUROPIAN COUNTRY,112,46300
A,PG in datascience,IT,Finance,none,170,40500
A++,PG in datascience,IT,others,UK,108,48200
B+,PG in HR,Finance,Management,GERMANY,82,56800
B,BE in others,IT,Engineering,US,35,60500
NO GRADE,PG in HR,Art,IT,OTHER ASIAN COUNTRY,126,52900
B++,PG in finance,IT,none,none,43,50700
A,BA,IT,others,US,29,59100
B,PG in Marketing,Finance,others,INDIA,136,47400
B+,PG in finance,none,Finance,OTHER EUROPIAN COUNTRY,75,46500
C,B.Sc,IT,Economics,AUSTRALIA,200,43000
NO GRADE,BE in Datascience,IT,others,US,132,49300
C,PG in datascience,none,others,OTHER ASIAN COUNTRY,88,44200
A++,BA,IT,IT,OTHER EUROPIAN COUNTRY,137,49300
D,CA,Art,Engineering,OTHER EUROPIAN COUNTRY,29,58600
A,PG in finance,IT,others,OTHER EUROPIAN COUNTRY,191,38900
A,BA,none,Economics,US,90,52000
A,PG in datascience,Art,none,OTHER EUROPIAN COUNTRY,193,37200
B++,PG in finance,none,Economics,OTHER EUROPIAN COUNTRY,188,38200
A,PG in HR,Managment,others,AUSTRALIA,57,60300
B+,BCom,Managment,Economics,GERMANY,71,55400
A+,PG in finance,Art,none,none,126,42400
C,BA,Managment,Finance,AUSTRALIA,117,52800
NO GRADE,PG in finance,Art,IT,AUSTRALIA,19,65100
B++,PG in HR,Datascience,none,UK,200,41500
A,BE in others,IT,Finance,UK,174,41600
A++,BA,Art,Engineering,INDIA,5,65500
B++,BE in others,Finance,Management,CANADA,60,52500
B,BA,IT,others,UK,165,43000
A+,PG in datascience,Datascience,Finance,INDIA,37,60300
NO GRADE,PG in Marketing,Managment,Management,OTHER ASIAN COUNTRY,153,45700
B++,CA,IT,IT,OTHER EUROPIAN COUNTRY,63,56200
A+,PG in finance,Datascience,Finance,UK,185,42500
D,PG in Marketing,IT,Economics,OTHER EUROPIAN COUNTRY,191,42900
A+,"BE in cse,electronics,IT,Telecom",Art,Management,US,155,48500
A+,PG in Marketing,Art,none,OTHER EUROPIAN COUNTRY,153,41200
D,PG in datascience,IT,IT,OTHER ASIAN COUNTRY,102,52300
A++,PG in finance,IT,none,OTHER EUROPIAN COUNTRY,26,53900
A+,CA,Datascience,Engineering,OTHER ASIAN COUNTRY,133,49200
A,CA,none,none,none,55,44500
A,"BE in cse,electronics,IT,Telecom",Datascience,IT,OTHER ASIAN COUNTRY,106,52900
A++,B.Sc,Datascience,Management,INDIA,100,52000
B++,PG in finance,Finance,Finance,US,18,59700
B,CA,Datascience,Finance,CANADA,28,57200
D,BA,Art,IT,CANADA,192,43800
B+,PG in finance,Art,Engineering,OTHER ASIAN COUNTRY,146,46900
A++,CA,Managment,Economics,AUSTRALIA,200,47000
C,PG in HR,Managment,Finance,AUSTRALIA,101,56900
B++,"BE in cse,electronics,IT,Telecom",Art,others,OTHER ASIAN COUNTRY,32,54800
NO GRADE,PG in HR,Finance,Finance,CANADA,52,55800
A,BA,Datascience,Economics,none,147,47300
A++,PG in Marketing,Finance,Engineering,AUSTRALIA,155,49500
NO GRADE,B.Sc,Managment,Finance,UK,137,43300
B,PG in finance,Managment,IT,US,160,50500
A+,BE in Datascience,none,none,GERMANY,164,38600
A,PG in Marketing,Managment,none,OTHER EUROPIAN COUNTRY,104,46600
B++,PG in datascience,Finance,IT,OTHER EUROPIAN COUNTRY,93,52200
B++,B.Sc,Datascience,Economics,OTHER ASIAN COUNTRY,191,40400
C,B.Sc,Finance,none,OTHER EUROPIAN COUNTRY,178,34200
A,"BE in cse,electronics,IT,Telecom",Finance,Finance,CANADA,10,57000
B+,B.Sc,Art,others,UK,196,35900
B++,PG in finance,none,none,CANADA,201,31400
B,PG in finance,IT,Finance,GERMANY,60,55500
A,BE in others,Datascience,Management,INDIA,167,47800
B++,PG in datascience,Managment,IT,OTHER ASIAN COUNTRY,157,47300
NO GRADE,BE in Datascience,Datascience,others,OTHER ASIAN COUNTRY,8,59200
A+,PG in Marketing,none,none,US,171,37900
C,BA,Art,Management,US,55,59000
A+,CA,Art,none,OTHER EUROPIAN COUNTRY,200,36500
B,"BE in cse,electronics,IT,Telecom",IT,Management,AUSTRALIA,129,52100
A+,BE in Datascience,Managment,others,AUSTRALIA,22,61800
B++,BA,Art,IT,CANADA,107,52300
A,"BE in cse,electronics,IT,Telecom",Managment,none,none,52,50300
NO GRADE,BE in others,Datascience,IT,INDIA,17,64800
D,PG in datascience,IT,Management,CANADA,162,44300
C,PG in datascience,Finance,none,UK,44,52100
C,PG in HR,IT,Economics,AUSTRALIA,132,56300
A,"BE in cse,electronics,IT,Telecom",IT,IT,AUSTRALIA,189,48100
A++,BE in Datascience,none,others,OTHER ASIAN COUNTRY,191,34900
B,PG in datascience,Managment,none,GERMANY,152,44300
NO GRADE,BCom,Finance,IT,US,89,53600
A++,PG in HR,none,IT,INDIA,48,59700
A+,"BE in cse,electronics,IT,Telecom",Managment,Management,US,187,45800
D,PG in finance,Finance,Engineering,AUSTRALIA,117,53300
B++,BCom,Finance,Management,OTHER ASIAN COUNTRY,199,37100
A++,BCom,Art,none,none,13,51200
A,CA,Datascience,others,OTHER EUROPIAN COUNTRY,71,51900
A+,BE in others,IT,Finance,US,145,47000
A++,BCom,Finance,others,GERMANY,81,48900
B++,B.Sc,IT,none,US,98,46700
B,"BE in cse,electronics,IT,Telecom",Art,IT,INDIA,7,65800
B++,BA,IT,IT,none,30,58500
B,PG in Marketing,Datascience,others,AUSTRALIA,130,50500
D,BE in Datascience,Finance,Management,INDIA,149,49600
B,BE in Datascience,IT,Management,US,74,57600
A,BCom,IT,IT,GERMANY,39,58600
C,B.Sc,Managment,Management,AUSTRALIA,113,50700
B++,PG in datascience,Datascience,Management,OTHER ASIAN COUNTRY,47,56800
B+,"BE in cse,electronics,IT,Telecom",Finance,Economics,CANADA,182,42800
B++,BE in others,Managment,Management,GERMANY,8,61700
B,BE in Datascience,Datascience,Economics,UK,4,64600
A+,"BE in cse,electronics,IT,Telecom",IT,Finance,UK,79,52100
NO GRADE,"BE in cse,electronics,IT,Telecom",Finance,Economics,US,165,48000
NO GRADE,BE in others,IT,Management,AUSTRALIA,175,46500
A++,PG in datascience,Finance,Economics,OTHER ASIAN COUNTRY,64,54600
A++,BE in Datascience,IT,none,AUSTRALIA,68,55200
A++,CA,Finance,others,none,65,49000
A++,BE in Datascience,Art,none,none,97,46300
D,CA,Datascience,Management,US,141,50900
B,BE in Datascience,Art,Engineering,AUSTRALIA,5,66500
NO GRADE,PG in datascience,Finance,Management,none,28,55200
NO GRADE,BE in Datascience,Finance,Finance,US,77,54800
A++,"BE in cse,electronics,IT,Telecom",Managment,IT,US,73,59200
C,B.Sc,Art,Engineering,GERMANY,27,57800
A,PG in finance,Art,Economics,AUSTRALIA,184,48100
B+,BE in others,none,Engineering,AUSTRALIA,144,45600
C,"BE in cse,electronics,IT,Telecom",IT,Economics,OTHER EUROPIAN COUNTRY,98,52200
NO GRADE,BCom,Managment,Management,INDIA,100,52500
B++,PG in finance,IT,Management,INDIA,144,50100
B++,BE in others,none,Finance,US,58,50700
A++,BE in Datascience,IT,Economics,CANADA,174,45600
B+,PG in datascience,Datascience,Economics,INDIA,183,48700
D,PG in Marketing,none,IT,CANADA,13,56200
B+,PG in finance,IT,Management,UK,124,49100
A,PG in datascience,Datascience,Management,none,22,57800
C,BE in Datascience,IT,Management,none,9,59100
A,BE in Datascience,Finance,Finance,AUSTRALIA,49,58600
B,BCom,none,Engineering,AUSTRALIA,147,43800
B+,BA,none,Management,UK,43,52700
D,BE in others,IT,Economics,none,182,41300
A+,BE in Datascience,Art,Management,OTHER ASIAN COUNTRY,167,44800
A+,BE in others,Datascience,others,OTHER ASIAN COUNTRY,48,53200
NO GRADE,PG in HR,Managment,Management,UK,66,58400
D,"BE in cse,electronics,IT,Telecom",Managment,Finance,none,54,52600
A,CA,Datascience,Management,US,96,55400
A+,PG in finance,none,Economics,GERMANY,158,43700
C,BCom,Finance,Management,OTHER ASIAN COUNTRY,200,37000
A+,CA,Finance,Engineering,CANADA,13,59200
NO GRADE,B.Sc,Finance,Finance,OTHER EUROPIAN COUNTRY,64,48100
A,BCom,Datascience,Finance,GERMANY,96,50400
A+,"BE in cse,electronics,IT,Telecom",IT,Finance,GERMANY,138,47700
A++,BE in Datascience,Finance,none,UK,63,51200
D,CA,IT,Engineering,OTHER ASIAN COUNTRY,64,55100
D,"BE in cse,electronics,IT,Telecom",none,none,CANADA,40,47500
NO GRADE,PG in Marketing,IT,others,US,122,49300
B+,BE in others,Finance,none,INDIA,114,47100
B++,PG in datascience,Finance,Economics,INDIA,112,53800
B,PG in HR,Finance,Finance,UK,182,43800
A,BA,Managment,IT,INDIA,39,63600
C,PG in datascience,Art,IT,OTHER ASIAN COUNTRY,174,45100
B++,B.Sc,Managment,Finance,US,41,55400
D,PG in HR,none,Management,none,97,47300
D,CA,Art,Economics,US,128,52700
C,BA,Datascience,others,CANADA,68,52700
B++,PG in HR,none,Management,GERMANY,178,43200
A++,PG in finance,Art,IT,AUSTRALIA,70,60000
B+,BE in Datascience,Art,others,UK,2,59800
D,PG in Marketing,Finance,Economics,OTHER EUROPIAN COUNTRY,110,50000
A+,B.Sc,Datascience,IT,AUSTRALIA,81,56400
D,"BE in cse,electronics,IT,Telecom",Managment,others,UK,107,48800
D,PG in Marketing,IT,Engineering,none,195,40500
B++,PG in HR,IT,Management,US,85,58500
B,BE in others,IT,none,UK,25,54000
C,"BE in cse,electronics,IT,Telecom",IT,none,UK,161,41400
A+,PG in finance,Managment,Economics,UK,142,49300
A+,BCom,Finance,others,AUSTRALIA,143,44700
B,B.Sc,Managment,others,US,152,43300
B+,PG in Marketing,Managment,Economics,US,100,56000
B++,BE in others,Managment,others,AUSTRALIA,93,52700
B++,BE in others,Managment,IT,INDIA,106,55400
NO GRADE,BA,Managment,Engineering,INDIA,56,60900
D,BE in others,Finance,Engineering,OTHER ASIAN COUNTRY,63,53200
C,BE in others,Managment,Engineering,US,24,62100
A,PG in HR,Datascience,Management,CANADA,33,61200
NO GRADE,BCom,none,Economics,INDIA,48,53700
NO GRADE,"BE in cse,electronics,IT,Telecom",Managment,Finance,GERMANY,14,60600
D,PG in finance,Art,Engineering,UK,97,52800
D,BCom,Art,IT,OTHER ASIAN COUNTRY,171,42900
A,PG in datascience,Art,none,OTHER EUROPIAN COUNTRY,57,50800
B++,PG in Marketing,Art,IT,AUSTRALIA,164,50600
A,BE in Datascience,Art,none,OTHER EUROPIAN COUNTRY,46,52900
NO GRADE,"BE in cse,electronics,IT,Telecom",IT,Management,INDIA,136,50900
A,B.Sc,Datascience,Finance,GERMANY,142,44800
B+,B.Sc,Art,others,AUSTRALIA,122,46800
C,BA,Art,Economics,OTHER ASIAN COUNTRY,155,47000
B+,PG in finance,IT,Engineering,US,187,46300
B++,PG in HR,IT,Economics,UK,147,51300
B++,PG in Marketing,IT,others,INDIA,92,52800
A+,PG in Marketing,Datascience,Finance,UK,170,44000
A,"BE in cse,electronics,IT,Telecom",Finance,Engineering,OTHER ASIAN COUNTRY,132,47300
NO GRADE,BE in Datascience,none,Economics,AUSTRALIA,46,57900
C,BCom,none,Economics,AUSTRALIA,195,39500
A++,B.Sc,Finance,Management,UK,13,55700
B++,PG in Marketing,Datascience,Economics,UK,135,50500
A+,PG in datascience,Datascience,none,INDIA,100,51500
B,BE in others,Managment,Engineering,CANADA,58,55200
C,"BE in cse,electronics,IT,Telecom",none,IT,UK,48,53700
NO GRADE,BE in Datascience,IT,Management,INDIA,155,50000
B+,BCom,Datascience,IT,OTHER ASIAN COUNTRY,65,54500
A,BE in others,Managment,Finance,UK,39,55600
A++,B.Sc,none,Finance,INDIA,114,43100
A++,PG in HR,none,Economics,INDIA,17,62300
B,B.Sc,Art,Economics,OTHER EUROPIAN COUNTRY,119,46600
A++,PG in Marketing,none,none,INDIA,138,41700
A+,B.Sc,none,Engineering,CANADA,62,46800
A+,"BE in cse,electronics,IT,Telecom",none,Economics,GERMANY,45,55000
NO GRADE,PG in HR,none,others,UK,70,50000
B++,BE in Datascience,none,Engineering,INDIA,192,42300
B++,BA,none,none,OTHER ASIAN COUNTRY,70,45000
C,PG in finance,none,IT,US,117,49300
A+,PG in HR,Datascience,Engineering,OTHER ASIAN COUNTRY,201,45400
C,PG in finance,Datascience,others,CANADA,83,50700
B+,CA,Datascience,Finance,AUSTRALIA,188,45700
A+,PG in finance,IT,Finance,OTHER ASIAN COUNTRY,111,47900
D,PG in finance,Datascience,IT,OTHER ASIAN COUNTRY,119,51600
A++,BCom,Managment,others,GERMANY,43,54200
B++,PG in datascience,Managment,Engineering,none,130,47500
A+,BCom,Art,Finance,INDIA,28,57700
D,BE in others,IT,Finance,none,199,36600
A+,B.Sc,Managment,others,US,37,54800
A+,CA,Datascience,IT,none,114,50600
C,BA,IT,others,none,137,43300
B+,PG in HR,Art,Management,UK,174,47100
A+,BE in Datascience,none,Engineering,CANADA,121,45400
B++,PG in datascience,none,none,AUSTRALIA,36,52400
B+,B.Sc,Finance,Engineering,GERMANY,108,48700
A++,BA,Art,none,OTHER ASIAN COUNTRY,62,50800
A++,PG in HR,Art,Engineering,GERMANY,19,65100
C,B.Sc,none,Economics,CANADA,195,34000
C,"BE in cse,electronics,IT,Telecom",Finance,none,CANADA,158,39700
A+,"BE in cse,electronics,IT,Telecom",Managment,Management,US,95,55000
C,BCom,Managment,Engineering,US,132,49800
A,BA,IT,others,UK,151,44400
NO GRADE,BA,Datascience,Finance,OTHER ASIAN COUNTRY,62,54300
A,BA,Managment,IT,AUSTRALIA,31,64900
A,"BE in cse,electronics,IT,Telecom",IT,none,US,73,52700
A+,"BE in cse,electronics,IT,Telecom",Datascience,IT,US,168,50200
A+,PG in HR,Finance,Engineering,none,110,51000
B,PG in datascience,IT,none,none,163,38700
A+,CA,none,IT,UK,7,57800
C,BE in Datascience,Datascience,others,CANADA,47,55300
A+,BE in others,Finance,IT,OTHER ASIAN COUNTRY,72,53300
B++,BE in Datascience,Art,Economics,UK,136,50400
B,BA,IT,Finance,CANADA,5,59000
C,"BE in cse,electronics,IT,Telecom",Art,Management,US,180,46000
B++,CA,Finance,others,GERMANY,195,40000
C,PG in Marketing,Datascience,Finance,OTHER EUROPIAN COUNTRY,96,50400
A,PG in HR,Art,IT,AUSTRALIA,149,55100
A++,CA,Art,Economics,US,176,47900
D,PG in Marketing,none,others,GERMANY,201,35400
A+,PG in HR,Datascience,Economics,OTHER ASIAN COUNTRY,201,45900
A+,PG in datascience,Finance,none,none,142,39800
A++,PG in Marketing,Finance,Economics,INDIA,162,48800
A++,BA,IT,Management,none,191,40400
A,BE in others,none,others,INDIA,157,40300
C,PG in finance,none,others,INDIA,18,55200
A++,PG in datascience,Art,Finance,GERMANY,140,47500
NO GRADE,PG in datascience,Managment,Engineering,none,115,49000
A,BE in Datascience,IT,Management,UK,65,56000
D,BE in Datascience,Datascience,others,INDIA,110,53000
B+,BCom,Art,Management,OTHER ASIAN COUNTRY,104,47600
B++,BCom,none,Engineering,UK,181,36900
D,PG in HR,IT,Finance,UK,111,51900
A+,CA,Managment,none,INDIA,10,60000
C,BCom,Art,Finance,none,98,45200
A+,CA,none,none,AUSTRALIA,61,49900
B+,B.Sc,Datascience,IT,none,42,54300
A,PG in Marketing,none,Finance,INDIA,11,56900
A+,PG in finance,Managment,others,OTHER EUROPIAN COUNTRY,169,41600
A++,"BE in cse,electronics,IT,Telecom",none,others,OTHER ASIAN COUNTRY,183,34700
D,PG in datascience,Managment,Engineering,INDIA,91,56900
C,BE in others,Finance,Management,UK,142,45300
A+,B.Sc,none,Engineering,AUSTRALIA,122,45300
B,PG in Marketing,none,Economics,OTHER EUROPIAN COUNTRY,170,40000
B,CA,none,Management,OTHER EUROPIAN COUNTRY,60,49500
B++,PG in datascience,Art,others,INDIA,56,56400
B,BCom,Finance,others,OTHER ASIAN COUNTRY,109,43600
C,BA,IT,Finance,CANADA,180,41500
B+,PG in Marketing,IT,IT,US,16,64400
B++,BE in Datascience,Art,Engineering,CANADA,111,51400
A++,PG in finance,Finance,others,AUSTRALIA,163,45200
A,PG in Marketing,Finance,Economics,CANADA,113,49700
A+,PG in datascience,Datascience,none,US,172,43800
B+,PG in Marketing,Managment,Finance,UK,119,48600
B++,PG in Marketing,IT,Economics,none,138,46700
D,CA,Datascience,Economics,OTHER ASIAN COUNTRY,81,54900
B+,B.Sc,Finance,IT,UK,102,48800
B++,"BE in cse,electronics,IT,Telecom",Managment,Management,OTHER EUROPIAN COUNTRY,1,60900
B,B.Sc,Datascience,IT,GERMANY,104,52100
NO GRADE,PG in datascience,IT,IT,UK,29,60600
C,CA,IT,none,UK,69,50600
B+,BE in others,IT,others,CANADA,163,40700
A++,PG in HR,Datascience,Management,CANADA,9,63600
C,PG in finance,Datascience,Economics,OTHER ASIAN COUNTRY,54,57600
B,PG in Marketing,Datascience,Economics,AUSTRALIA,79,59600
A++,BA,Art,none,CANADA,197,37300
B,BE in others,Art,Finance,OTHER ASIAN COUNTRY,17,56300
D,BCom,Art,IT,CANADA,160,44000
D,BE in Datascience,IT,Engineering,OTHER ASIAN COUNTRY,189,43600
B++,PG in HR,IT,Finance,GERMANY,17,62800
C,PG in finance,none,Economics,OTHER EUROPIAN COUNTRY,134,43600
B,PG in finance,Art,Finance,GERMANY,83,53200
A+,PG in finance,IT,Economics,OTHER EUROPIAN COUNTRY,105,51500
A++,BA,Finance,others,CANADA,18,55700
B,PG in datascience,none,Management,none,111,42900
NO GRADE,BCom,Finance,Economics,US,99,52100
B++,PG in HR,Managment,others,INDIA,35,62000
A+,CA,IT,none,INDIA,68,53700
A+,BCom,Datascience,none,US,83,50200
B++,BCom,Finance,Finance,none,171,36900
B,"BE in cse,electronics,IT,Telecom",Finance,Engineering,none,112,47800
B,PG in Marketing,Datascience,others,UK,131,46900
A+,PG in finance,none,Finance,none,22,50300
C,CA,Finance,Finance,GERMANY,173,43200
A++,PG in HR,Managment,Economics,OTHER ASIAN COUNTRY,77,57800
A++,"BE in cse,electronics,IT,Telecom",Datascience,none,AUSTRALIA,76,54400
A+,BCom,Finance,others,none,115,41500
A+,BCom,Finance,Engineering,none,132,43300
C,BE in Datascience,none,none,GERMANY,147,40300
B+,BA,Finance,Engineering,INDIA,20,63000
A+,PG in HR,Datascience,IT,CANADA,54,61100
B,CA,none,Engineering,OTHER EUROPIAN COUNTRY,25,54000
A+,CA,Datascience,Engineering,CANADA,147,47800
D,BE in Datascience,Managment,Finance,OTHER ASIAN COUNTRY,190,41500
C,BA,Finance,others,CANADA,47,52800
NO GRADE,B.Sc,Datascience,others,AUSTRALIA,134,46600
A++,BA,none,IT,none,171,39400
D,B.Sc,none,Finance,OTHER EUROPIAN COUNTRY,23,48200
A++,BE in others,Art,none,UK,5,56000
A+,BCom,Datascience,none,CANADA,148,40200
D,BA,Datascience,others,none,2,57800
B++,PG in HR,none,Management,OTHER EUROPIAN COUNTRY,49,53600
B++,PG in Marketing,Art,none,INDIA,111,49400
D,BCom,Managment,Economics,OTHER ASIAN COUNTRY,135,46500
B,PG in finance,Datascience,Finance,US,189,44600
NO GRADE,CA,Art,Finance,UK,170,43000
NO GRADE,PG in Marketing,none,Management,GERMANY,166,41400
